row,gold_set,provider,merchant_raw,description_raw,amount,direction,gold_leaf,gold_general,review_notes,agree,native_category_raw,plaid_leaf,plaid_general,native_leaf,native_general,pipeline_leaf,pipeline_general,pipeline_tier,gold_matches_native,gold_matches_pipeline,gold_matches_native_general,gold_matches_pipeline_general,excluded_from_v3_score_self_sourced_dict
91,v3_volume,equifax,Apple App Store,Visa purchase APPLE.COM/BILL 2023-08-06,0.99,debit,software,digital_subscriptions_services,Apple.com/bill debit.,yes,Shopping (Discretionary) | Music and Downloads,,,streaming,digital_subscriptions_services,software,digital_subscriptions_services,T4_dictionary,no,yes,yes,yes,no
92,v3_volume,equifax,McDonalds,0902 04OCT24 C    MCDONALDS 39      LONDON GB,3.68,debit,takeaway,eating_drinking_out,McDonald's debit.,yes,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
93,v3_volume,equifax,adidas,adidaswww.adidas.co.uk Adidaswww.adidas.co.uk,33.0,debit,sportswear,clothing_personal_care,adidas.co.uk debit.,established,Shopping (Fashion) | Sportswear,,,sportswear,clothing_personal_care,sportswear,clothing_personal_care,T6_native_fallback,yes,yes,yes,yes,no
94,v3_volume,equifax,BPO Collections,BPO COLLECTIONS LT  6032240PD179820I30 DDR,2.0,debit,debt_collection,high_cost_distress_credit,BPO Collections Ltd DCA debit.,established,Financial Services | Debt Collection,,,debt_collection,high_cost_distress_credit,debt_collection,high_cost_distress_credit,T6_native_fallback,yes,yes,yes,yes,no
95,v3_volume,equifax,Playstation,PlayStation Networ PlayStation Network,3.29,debit,gaming_console_pc,entertainment_leisure,PlayStation Network debit.,established,Shopping (Discretionary) | PC and Console Games,,,gaming_console_pc,entertainment_leisure,gaming_console_pc,entertainment_leisure,T4_dictionary,yes,yes,yes,yes,no
96,v3_volume,equifax,SPAR,SPAR STORE  ON 02 APR CLP,6.02,debit,groceries,groceries_household_essentials,SPAR symbol-group grocer debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
97,v3_volume,equifax,Sky Bet,Visa purchase SKY BET,10.0,debit,gambling_betting,gambling,Sky Bet stake debit.,established,Gambling and Betting | Betting,,,gambling_betting,gambling,gambling_betting,gambling,T4_dictionary,yes,yes,yes,yes,no
98,v3_volume,equifax,Aldi,Contactless Payment ALDI 38 780 GOOGLE 9738,13.62,debit,groceries,groceries_household_essentials,Aldi debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
99,v3_volume,equifax,LiveScore Bet,Visa purchase livescorebet.com,10.0,debit,gambling_betting,gambling,LiveScore Bet stake debit.,established,Gambling and Betting | Betting,,,gambling_betting,gambling,gambling_betting,gambling,T4_dictionary,yes,yes,yes,yes,no
100,v3_volume,equifax,Esso,ESSO BARTON UPON HUMBE Esso Barton Upon Humbe,16.99,debit,fuel,transport_motoring,Override prefill salary: Esso Barton-upon-Humber debit is forecourt fuel (known established-leaf trap).,established,Commuting and travel | Fuel,,,fuel,transport_motoring,fuel,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
101,v3_volume,equifax,Vendmaster Ltd ,VENDMASTER LTD  ON 10 SEP CLP,0.8,debit,confectionary,groceries_household_essentials,Vendmaster Ltd vending-machine debit.,yes,Shopping (Discretionary) | Confectionary,,,confectionary,groceries_household_essentials,confectionary,groceries_household_essentials,T6_native_fallback,yes,yes,yes,yes,no
102,v3_volume,equifax,The Range,THE RANGE,10.98,credit,refund_received,income_other,"Override prefill home_accessories: The Range CREDIT is a retailer refund, not spend.",established,Transfers / Other | Home Accessories,,,home_accessories,home_garden,home_accessories,home_garden,T4_dictionary,no,no,no,no,no
103,v3_volume,equifax,Lowell Financial,LOWELL PORTFOLIO I                    REFERENCE:   ************3904,5.0,debit,debt_collection,high_cost_distress_credit,Lowell Portfolio debit.,established,Financial Services | Debt Collection,,,debt_collection,high_cost_distress_credit,debt_collection,high_cost_distress_credit,T4_dictionary,yes,yes,yes,yes,no
104,v3_volume,equifax,Iceland,5029 02OCT24      ICELAND FOODS     FLINTSHIRE GB     REFUND,1.85,credit,refund_received,income_other,Override prefill groceries: Iceland CREDIT with REFUND in the narrative.,established,Refund | General Groceries,,,refund_received,income_other,groceries,groceries_household_essentials,T4_dictionary,yes,no,yes,no,no
105,v3_volume,equifax,The Red Lion,Red Lion Cromer  ON 22 DEC BCC RED LION CROMER,5.0,debit,pub_bar,eating_drinking_out,Red Lion Cromer pub debit.,yes,Restaurants and takeaway | Pubs and Bars,,,pub_bar,eating_drinking_out,pub_bar,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
106,v3_volume,equifax,Marketplace,CARD PAYMENT TO AMZNMKTPLACE*082IQ6VF5 ON 11-12-2024,81.56,debit,marketplace_amazon,general_retail_marketplaces,Amazon Marketplace debit.,established,Amazon All | Amazon,,,marketplace_amazon,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,T4_dictionary,yes,no,yes,yes,no
107,v3_volume,equifax,Co-op,Co-op CO-OP GROUP FOOD RETAI LONDON        GBR,14.35,debit,groceries,groceries_household_essentials,Co-op food retail debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
108,v3_volume,equifax,XBOX,Visa purchase Microsoft*Xbox 9978,2.15,debit,gaming_console_pc,entertainment_leisure,Microsoft Xbox debit.,established,Shopping (Discretionary) | PC and Console Games,,,gaming_console_pc,entertainment_leisure,gaming_console_pc,entertainment_leisure,T4_dictionary,yes,yes,yes,yes,no
109,v3_volume,equifax,Capital One,CAPITAL ONE  PBB00009965217 FT,5.0,debit,credit_card_repayment,credit_loan_repayments,Capital One debit.,yes,Financial Services | Credit Cards,,,credit_card_repayment,credit_loan_repayments,credit_card_repayment,credit_loan_repayments,T4_dictionary,yes,yes,yes,yes,no
110,v3_volume,equifax,Just Eat,Visa purchase Just Eat 2069,11.86,debit,takeaway,eating_drinking_out,Just Eat debit.,yes,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
111,v3_volume,equifax,Stagecoach,"WLT 92, Stagecoach",2.0,debit,public_transport_rail_coach,transport_motoring,Stagecoach bus debit.,established,Commuting and travel | Trains and Coaches,,,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
112,v3_volume,equifax,W.H.Smith,WH Smith Papworth Hosp Wh Smith Papwor,11.61,debit,books,entertainment_leisure,WH Smith at Papworth Hospital; WH Smith identity is books/news even in a hospital shop.,established,"Books, Newspapers and Magazines | General Books",,,books,entertainment_leisure,books,entertainment_leisure,T4_dictionary,yes,yes,yes,yes,no
113,v3_volume,equifax,RAC,RAC MOTORING SERVI,11.7,debit,breakdown_cover,transport_motoring,RAC motoring services debit.,established,Automotive | Breakdown Cover,,,breakdown_cover,transport_motoring,breakdown_cover,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
114,v3_volume,equifax,McDonalds,Contactless Payment MCDONALDS 1519,11.98,debit,takeaway,eating_drinking_out,McDonald's debit.,yes,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
115,v3_volume,equifax,Abbey Inn,Abbey Inn,9.9,debit,unclassified_other,unclassified,Abbey Inn £9.90: many UK pubs and at least one hotel share the string; narrative does not disambiguate (name-collision rule).,no,Flights and Holidays | Hotels and Accommodation,,,accommodation,travel_holidays,accommodation,travel_holidays,T6_native_fallback,no,no,no,no,no
116,v3_volume,equifax,McDonalds,MCDONALDS 1244,9.18,debit,takeaway,eating_drinking_out,McDonald's debit.,yes,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
117,v3_volume,equifax,Virgin Media,VIRGIN MEDIA PYMTS,55.48,debit,broadband_tv_phone,utilities_household_bills,Virgin Media debit.,established,"Utilities | Internet, TV and Phone",,,broadband_tv_phone,utilities_household_bills,broadband_tv_phone,utilities_household_bills,T4_dictionary,yes,yes,yes,yes,no
118,v3_volume,equifax,Tesco,TESCO STORES 6056 Tesco,2.97,debit,groceries,groceries_household_essentials,Tesco supermarket debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
119,v3_volume,equifax,Sky,Direct debit SKY DIGITAL ************7095,149.67,debit,broadband_tv_phone,utilities_household_bills,Sky Digital direct debit.,yes,"Utilities | Internet, TV and Phone",,,broadband_tv_phone,utilities_household_bills,broadband_tv_phone,utilities_household_bills,T4_dictionary,yes,yes,yes,yes,no
120,v3_volume,equifax,Capital One,CARD PAYMENT TO CAPITAL ONE ON 31-10-2024,10.42,debit,credit_card_repayment,credit_loan_repayments,Capital One debit.,yes,Financial Services | Credit Cards,,,credit_card_repayment,credit_loan_repayments,credit_card_repayment,credit_loan_repayments,T4_dictionary,yes,yes,yes,yes,no
121,v3_volume,equifax,Londis,LONDIS  ON 16 DEC CLP,4.84,debit,groceries,groceries_household_essentials,Londis symbol-group grocer debit.,yes,Shopping (Discretionary) | Newsagents and Convenience Stores,,,convenience_store,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,no,yes,yes,yes,no
122,v3_volume,equifax,Child Benefits,HMRC CHILD BENEFIT,102.4,credit,benefits_state,income_benefits_state_support,HMRC Child Benefit credit.,established,,,,unclassified_other,unclassified,benefits_state,income_benefits_state_support,T4_dictionary,no,yes,no,yes,no
123,v3_volume,equifax,McDonalds,McDonald?s MCDONALDS              GLASGOW       GBR,4.89,debit,takeaway,eating_drinking_out,McDonald's debit.,yes,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
124,v3_volume,equifax,Pay By Phone,Paybyphone Re Spare 3,0.0,debit,car_parking,transport_motoring,PayByPhone parking debit (zero-value capture).,established,Commuting and travel | Car Parking,,,car_parking,transport_motoring,car_parking,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
125,v3_volume,equifax,National Express,NX Bus NX Bus Contactless     Birmingham    GBR,4.0,debit,public_transport_rail_coach,transport_motoring,National Express bus debit.,yes,Commuting and travel | Trains and Coaches,,,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
126,v3_volume,equifax,Vinted,MANGOPAY S. A.    MGP VINTED-FR     FP 14/08/24 1934  010F215242280F4C,28.5,credit,income_other_unspecified,income_other,"Vinted/Mangopay seller credit. Parent check: Mangopay Vinted CREDIT is seller proceeds, not marketplace spend.",established,Transfers / Other | General Fashion,,,clothing_general,clothing_personal_care,marketplace_general,general_retail_marketplaces,T4_dictionary,no,no,no,no,no
127,v3_volume,equifax,Gleneagles Hotels,Contactless Payment GLENEAGLES HOTELS LIMITED APPLEPAY 7004,1.9,debit,restaurant_cafe,eating_drinking_out,"Gleneagles Hotels Limited £1.90; identifiable hotel, incidental F&B still filed as accommodation. Adversarial: £1.90 contactless at Gleneagles is hotel F&B, not a room night.",established,Flights and Holidays | Holidays UK,,,holiday_uk,travel_holidays,holiday_uk,travel_holidays,T6_native_fallback,no,no,no,no,no
128,v3_volume,equifax,HSBC,RYAN HSBC,12.0,debit,financial_institution_unspecified,unclassified,Ryan HSBC debit; could be a named person or an HSBC product — keep FI unspecified rather than force P2P.,established,Financial Services | Banks And Building Societies,,,financial_institution_unspecified,unclassified,financial_institution_unspecified,unclassified,T4_dictionary,yes,yes,yes,yes,no
129,v3_volume,equifax,Iceland,1762 11DEC24      ICELAND FOODS     FLINTSHIRE GB     REFUND,1.62,credit,refund_received,income_other,Override prefill groceries: Iceland CREDIT with REFUND in the narrative.,established,Refund | General Groceries,,,refund_received,income_other,groceries,groceries_household_essentials,T4_dictionary,yes,no,yes,no,no
130,v3_volume,equifax,Bet365,BET365,6.0,credit,gambling_unspecified,gambling,Bet365 credit; bookmaker winnings. Parent check: Bet365 CREDIT is winnings. T1 gambling_unspecified.,established,Gambling and Betting | Betting,,,gambling_unspecified,gambling,gambling_betting,gambling,T4_dictionary,yes,no,yes,yes,no
131,v3_volume,equifax,Greggs,GREGGS PLC,7.15,debit,restaurant_cafe,eating_drinking_out,Greggs debit.,established,"Restaurants and takeaway | Restaurants, Cafes and Bistros",,,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
132,v3_volume,equifax,Co-op,CO-OP GROUP PETROLPOUNDS HILL,2.5,debit,fuel,transport_motoring,"Override prefill groceries: CO-OP GROUP PETROL Pounds Hill; named petrol forecourt, small amount still fuel per brief.",established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,no,no,no,no,no
133,v3_volume,equifax,Voxi,WWW.VOXI.CO.UK,20.0,debit,mobile_phone_contract,utilities_household_bills,Voxi mobile debit.,established,Utilities | Mobile Phone Contracts,,,mobile_phone_contract,utilities_household_bills,mobile_phone_contract,utilities_household_bills,T4_dictionary,yes,yes,yes,yes,no
134,v3_volume,equifax,Waitrose,WAITROSE CD 8906,5.0,debit,groceries,groceries_household_essentials,Waitrose debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
135,v3_volume,equifax,Morrisons,MORRISONS DAILY  ON 05 NOV CLP,10.1,debit,groceries,groceries_household_essentials,"Morrisons Daily is a Morrisons food shop (convenience format, still groceries).",yes,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
136,v3_volume,equifax,Uber,UBR* PENDING.UBER. UBR* PENDING.UBER.COM,7.9,debit,taxi_rideshare,transport_motoring,Uber pending trip debit.,yes,Commuting and travel | Taxis,,,taxi_rideshare,transport_motoring,taxi_rideshare,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
137,v3_volume,equifax,Save The Change,SAVETHECHANGE-4268,0.62,debit,savings_transfer,savings_investments,Save the Change round-up debit.,established,,,,unclassified_other,unclassified,savings_transfer,savings_investments,T4_dictionary,no,yes,no,yes,no
138,v3_volume,equifax,Tesco,TESCO STORES 2877 MARTLESHAM,67.97,debit,groceries,groceries_household_essentials,Tesco supermarket debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
139,v3_volume,equifax,Lowell Financial,Direct debit LOWELL PORTFOLIO I ************6682,4.65,debit,debt_collection,high_cost_distress_credit,Lowell Portfolio direct debit.,established,Financial Services | Debt Collection,,,debt_collection,high_cost_distress_credit,debt_collection,high_cost_distress_credit,T4_dictionary,yes,yes,yes,yes,no
140,v3_volume,equifax,BetFred,BETFRED GIBRALTAR ON 08 OCT BCC Betfred,5.0,debit,gambling_betting,gambling,Betfred stake debit.,established,Gambling and Betting | Betting,,,gambling_betting,gambling,gambling_betting,gambling,T4_dictionary,yes,yes,yes,yes,no
141,v3_volume,equifax,Just Eat,Just Eat Just Eat               London        GBR,11.08,debit,takeaway,eating_drinking_out,Just Eat debit.,yes,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
142,v3_volume,equifax,EE Mobile,CARD PAYMENT TO EE TOPUP VESTA ON 19-07-2024,18.0,debit,mobile_phone_contract,utilities_household_bills,EE top-up debit.,established,Utilities | Mobile Phone Contracts,,,mobile_phone_contract,utilities_household_bills,mobile_phone_contract,utilities_household_bills,T4_dictionary,yes,yes,yes,yes,no
143,v3_volume,equifax,Just Eat,Just Eat Just Eat               London        GBR,24.71,debit,takeaway,eating_drinking_out,Just Eat debit.,yes,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
144,v3_volume,equifax,Lidl,LIDL GB FAKENHAM  FAKENHAM,18.89,debit,groceries,groceries_household_essentials,Lidl debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
145,v3_volume,equifax,Intrum,Direct debit INTRUM UK ************4639,10.0,debit,debt_collection,high_cost_distress_credit,Intrum UK direct debit.,yes,Financial Services | Debt Collection,,,debt_collection,high_cost_distress_credit,debt_collection,high_cost_distress_credit,T6_native_fallback,yes,yes,yes,yes,no
