merchant_raw,description_raw,amount,direction,provider,native_category,source,provenance,haiku_leaf,sonnet_leaf,gold_leaf,notes
Candy Clouds,Candy Clouds,8,debit,plaid,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,already_verified,production_tranche3_review,,,confectionary,
Energy Vending,Energy Vending,2.2,debit,plaid,FOOD_RETAIL_OTHER,already_verified,production_tranche3_review,,,confectionary,
Hotel Chocolat,Hotel Chocolat,14.2,debit,plaid,DINING_DINING,already_verified,gold_head_adjudicated,,,confectionary,
Liquidline Retail,Liquidline Retail,0.9,debit,plaid,FOOD_RETAIL_LIQUOR_STORES,already_verified,production_tranche1_review,,,confectionary,
Lola's Cupcakes,Lola's Cupcakes,3.95,debit,plaid,DINING_DINING,already_verified,gold_head_adjudicated,,,confectionary,
Millsons Vending,Millsons Vending,1.7,debit,plaid,FOOD_RETAIL_OTHER,already_verified,gold_head_adjudicated,,,confectionary,
Servicevendnw,NYX*ServicevendNW,1.6,debit,plaid,FOOD_RETAIL_OTHER,already_verified,production_tranche2_review,,,confectionary,
Alberts Schloss,Alberts Schloss,2.5,debit,plaid,GENERAL_SERVICES_OTHER_SERVICES,already_verified,production_tranche2_review,,,pub_bar,
Alberts Shed Southwat,Alberts Shed Southwate,5,debit,plaid,ENTERTAINMENT_EVENTS_AND_TICKETS,already_verified,production_tranche2_review,,,pub_bar,
Alberts Shed Southwate,Alberts Shed Southwate,9.9,debit,plaid,ENTERTAINMENT_EVENTS_AND_TICKETS,already_verified,production_tranche3_review,,,pub_bar,
Anchor Rowhedge,Anchor Rowhedge,7.8,debit,plaid,TRANSFER_OUT_OTHER,already_verified,production_tranche2_review,,,pub_bar,
Angel Vaults Evesham,ANGEL VAULTS      EVESHAM,4.9,debit,plaid,GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES,already_verified,production_tranche3_review,,,pub_bar,
Aptos. Los Alisios Bar,APTOS. LOS ALISIOS,10.94,debit,plaid,DINING_DINING,already_verified,production_tranche1_review,,,pub_bar,
Bears Paw Frodsh,6895 BEARS PAW (FR  ON 08 AUG CLP 6895 BEARS PAW (FRODSH,10.2,debit,plaid,PET_CARE_AND_SUPPLIES_PET_SUPPLIES,already_verified,production_tranche3_review,,,pub_bar,
Beckett S Bank,BECKETTS BANK,13.25,debit,plaid,TRANSFER_OUT_OTHER,already_verified,production_tranche3_review,,,pub_bar,
All That Falafel,ALL THAT FALAFEL  ON 28 JUL CPM,6.95,debit,plaid,DINING_DINING,already_verified,gold_head_adjudicated,,,takeaway,
Chilos,WWW.CHILOS.CO.UK CD 6328,11.48,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,already_verified,production_tranche2_review,,,takeaway,
Chip Shed Bourton Limited,CHIP SHED BOURTON,0.8,debit,plaid,TRANSFER_OUT_OTHER,already_verified,gold_head_adjudicated,,,takeaway,
Cracker Jack Gold,Contactless Payment CRACKER JACK GOLD APPLEPAY 7898,22.37,debit,plaid,DINING_DINING,already_verified,production_tranche3_review,,,takeaway,
Domino's,Domino s Pizza Domino's Pizza,33.57,debit,plaid,DINING_DINING,already_verified,gold_tail_human_verified,,,takeaway,
Falafel Stop,Falafel stop Limited Falafel Stop,6.5,debit,plaid,DINING_DINING,already_verified,gold_head_adjudicated,,,takeaway,
Frankley N E Bk,FRANKLEY N/E BK,14.65,debit,plaid,TRANSFER_OUT_OTHER,already_verified,production_tranche3_review,,,takeaway,
Freddys Chicken N Pizz Cd,Freddys chicken n pizz CD 5694,26.2,debit,plaid,DINING_DINING,already_verified,gold_tail_human_verified,,,takeaway,
Allpay LTD,ALLPAY LTD,1116,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,already_verified,production_tranche2_review,,,payment_intermediary,
Ashbourne Manageme,ASHBOURNE MANAGEME,55,debit,plaid,TRANSFER_OUT_OTHER,already_verified,production_tranche1_review,,,gym_fitness,"Ashbourne Membership Management collects gym/health-club direct debits only. Unlike Allpay, the underlying product is known."
Bills-website.co.uk,"BILLS-WEBSITE.CO.UK (VIA APPLE PAY), ON 03-08-2025",21.46,debit,plaid,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,already_verified,production_tranche3_review,,,payment_intermediary,
C Kashing,9270 01SEP25 C    KASHING*AMU       SEMENT/GAME       LEICESTER GB,2.99,debit,plaid,ENTERTAINMENT_EVENTS_AND_TICKETS,already_verified,production_tranche2_review,,,entertainment_other,
Easypay,EASYPAY,4,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,already_verified,production_tranche2_review,,,payment_intermediary,
FEW,Visa purchase PAYPAL *FEW2780 CART 7053,1.5,debit,plaid,TRANSFER_OUT_TRANSFER_OUT_FROM_APPS,already_verified,gold_tail_human_verified,,,payment_intermediary,
Finance Coll,DEBIT FINANCE COLL,10,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,already_verified,production_tranche1_review,,,payment_intermediary,
Gocardless,GOCARDLESS  HINDLEYJFC-JAPBR5Z DDR GoCardless,25,debit,plaid,TRANSFER_OUT_OTHER,already_verified,gold_head_adjudicated,,,sports_participation,GoCardless is the rail; the mandate names Hindley JFC (junior football club). Club subs are sports_participation.
Alncom,Alncom,66,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,already_verified,production_tranche3_review,,,broadband_tv_phone,
Bip Pi,BIP PI3832943880748982,32.32,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,already_verified,production_tranche3_review,,,credit_card_repayment,
Blackwood,BLACKWOOD,60,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,already_verified,production_tranche3_review,,,personal_loan_repayment,
Creditspring,CREDITSPRING,28,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,already_verified,gold_head_adjudicated,,,personal_loan_repayment,
Depa Payment To Depasify, Depa Payment to Depasify,105.22,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,already_verified,production_tranche3_review,,,crypto,"Depasify is a Bank of Spain-registered VASP (crypto on-ramp), not a consumer lender. "
Depasify, Depasify,45.99,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,already_verified,production_tranche2_review,,,crypto,
Dfc Nelson,DFC NELSON,3.5,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,already_verified,production_tranche3_review,,,gym_fitness,
Fgfs,Fgfs,18.32,debit,plaid,TRANSFER_OUT_OTHER,already_verified,production_tranche3_review,,,personal_loan_repayment,
Alvis Sports And Social,Alvis Sports and S,2.5,debit,plaid,GENERAL_MERCHANDISE_SPORTING_GOODS,already_verified,production_tranche3_review,,,private_members_club,
Arkwright Miners Welfare,ARKWRIGHT MINERS W,2,debit,plaid,TRANSFER_OUT_OTHER,already_verified,production_tranche2_review,,,private_members_club,
Barrow On Soar Conserv,BARROW ON SOAR CON,7.75,debit,plaid,DINING_DINING,already_verified,production_tranche3_review,,,private_members_club,
Broadstone Royal British,BROADSTONE ROYAL B,3.8,debit,plaid,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,already_verified,production_tranche1_review,,,private_members_club,
C Heald Green Socialclu,5788 26JUL25 C    HEALD GREEN SOCIALCLU               CHEADLE GB,50,debit,plaid,TRANSFER_OUT_OTHER,already_verified,production_tranche2_review,,,private_members_club,
Cd Barnard Castle,9293 13JUL25 CD   BARNARD CASTLE CC TRAD              BARNARD CASTL GB,4.9,debit,plaid,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,already_verified,production_tranche2_review,,,private_members_club,
Cd Milford Club,6845 19SEP25 CD   MILFORD CLUB      GODALMING GB,13.2,debit,plaid,DINING_DINING,already_verified,production_tranche2_review,,,private_members_club,
Cd Parkstone Club,4823 25JUL25 CD   PARKSTONE CLUB    POOLE GB,4.5,debit,plaid,ENTERTAINMENT_EVENTS_AND_TICKETS,already_verified,production_tranche3_review,,,private_members_club,
Amazon,AMAZON* BM1S29GA5 CD 5287,14.98,debit,plaid,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES,already_verified,gold_tail_human_verified,,,marketplace_amazon,
Www.amazon.,Visa purchase WWW.AMAZON.* RJ3LZ3YN4 6059,12.86,debit,plaid,GENERAL_SERVICES_OTHER_SERVICES,already_verified,gold_tail_human_verified,,,marketplace_amazon,
Amazon Prime,Amazon Prime*EV2PL,8.99,debit,plaid,GENERAL_SERVICES_OTHER_SERVICES,already_verified,gold_tail_human_verified,,,streaming,
Amazon Prime Video,7718 17SEP25      PRIME             VIDEO*RH24L96K5   AMZN.UK/BILL GB,4.99,debit,plaid,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,already_verified,gold_head_adjudicated,,,streaming,
Cda Pl,CDA PL POLAND AMOUNT IN PLN 19.90 ON 10 JUL VISA 4.909879 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £0.12 ,4.17,debit,plaid,TRANSFER_OUT_OTHER,already_verified,gold_tail_human_verified,,,streaming,
Crunchyroll,PAYPAL *CRUNCHYROL,5.99,debit,plaid,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,already_verified,gold_head_adjudicated,,,streaming,
Deezer,PAYPAL *DEEZER FRANCE ON 13 JUN BCC,11.99,debit,plaid,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,already_verified,gold_head_adjudicated,,,streaming,
Disney+,Paypal *disneyplus,4.99,debit,plaid,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,already_verified,gold_tail_human_verified,,,streaming,
Emigrantas Tv,HCM*EMIGRANTAS TV,6.73,debit,plaid,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,already_verified,gold_head_adjudicated,,,streaming,
Hayu,Visa purchase Hayu 7322,4.99,debit,plaid,TRANSFER_OUT_OTHER,already_verified,gold_head_adjudicated,,,streaming,
Amorino,Amorino,7.3,debit,plaid,DINING_OTHER_DINING,already_verified,gold_head_adjudicated,,,restaurant_cafe,
Arnold Machin,Arnold Machin,5.68,debit,plaid,DINING_DINING,already_verified,production_tranche3_review,,,pub_bar,
Barge East,Barge East,16,debit,plaid,DINING_DINING,already_verified,production_tranche3_review,,,restaurant_cafe,
Beano In The Park,Contactless Payment Zettle_*Beano in the Park APPLEPAY 3193,3,debit,plaid,DINING_DINING,already_verified,gold_head_adjudicated,,,restaurant_cafe,
Betwn,8024 10AUG25 CD   DINES* BETWN D    BRIDGES           LONDON GB,10,debit,plaid,TRANSFER_OUT_OTHER,already_verified,production_tranche3_review,,,restaurant_cafe,
Cd Casa,9665 30AUG25 CD   CASA 03 LIMITED   LONDON GB,11.15,debit,plaid,DINING_DINING,already_verified,gold_tail_human_verified,,,restaurant_cafe,
Cd Make Mine,4601 20AUG25 CD   MAKE MINE         LONDON GB,8.95,debit,plaid,TRANSFER_OUT_OTHER,already_verified,production_tranche3_review,,,restaurant_cafe,
Colombia Coffe,Colombia Coffe,10.5,debit,plaid,DINING_DINING,already_verified,gold_tail_human_verified,,,restaurant_cafe,
Angel Advance,Angel Advance 68093,310,debit,plaid,TRANSFER_OUT_OTHER,already_verified,production_tranche3_review,,,debt_management_plan,
Angel Advance Limited,Angel Advance Lim Angel Advance Limited,91.66,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,already_verified,gold_head_adjudicated,,,debt_management_plan,
Gregory,GREGORY PENNINGTON,90,debit,plaid,GENERAL_SERVICES_OTHER_SERVICES,already_verified,production_tranche2_review,,,debt_management_plan,
Monecope,Direct debit MONEYCOPE 070436 31960796,5.99,debit,plaid,ENTERTAINMENT_OTHER_ENTERTAINMENT,already_verified,production_tranche2_review,,,debt_management_plan,
Animed,1496 26AUG25      ANIMED DIRECT LTD 01379644288 GB,42.89,debit,plaid,ENTERTAINMENT_MUSIC_VIDEO_GAMES_TV_AND_MOVIES,already_verified,gold_head_adjudicated,,,pet_supplies,
C Raw,3348 30JUL25 C    RAW DOG CO        BURY GB,23.74,debit,plaid,DINING_DINING,already_verified,gold_tail_human_verified,,,pet_supplies,
Katkin Club,KATKIN CLUB,44.05,debit,plaid,ENTERTAINMENT_CASINOS_AND_GAMBLING,already_verified,production_tranche2_review,,,pet_supplies,
Lily's Kitchen,Emery             Lily's Kitchen    VIA MOBILE - PYMT FP 02/08/25 10    36151923546018000N,34,debit,plaid,PET_CARE_AND_SUPPLIES_PET_SUPPLIES,already_verified,gold_head_adjudicated,,,pet_supplies,
Pack Luna,ITCH* PACK LUNA,15.9,debit,plaid,GENERAL_SERVICES_OTHER_SERVICES,already_verified,gold_tail_human_verified,,,pet_supplies,
Tails.com,Tails.com,9,debit,plaid,PET_CARE_AND_SUPPLIES_PET_SUPPLIES,already_verified,gold_head_adjudicated,,,pet_supplies,
Wundapets,SP WUNDAPETS  ON 14 SEP BCC,20.98,debit,plaid,PET_CARE_AND_SUPPLIES_PET_SUPPLIES,already_verified,gold_tail_human_verified,,,pet_supplies,
Annexiojers,PAYPAL *ANNEXIOJER,20,debit,plaid,TRANSFER_OUT_TRANSFER_OUT_FROM_APPS,already_verified,production_tranche1_review,,,gambling_lottery,
Lottoland,LOTTOLAND,20,debit,plaid,ENTERTAINMENT_CASINOS_AND_GAMBLING,already_verified,gold_tail_human_verified,,,gambling_lottery,
Whitehawk Avenue Post,WHITEHAWK AVENUE P  ON 05 OCT CPM WHITEHAWK AVENUE POST,4.65,debit,plaid,ENTERTAINMENT_CASINOS_AND_GAMBLING,already_verified,production_tranche2_review,,,retail_other,
Anyvan,WWW.ANYVAN.COM,107,debit,plaid,TRANSFER_OUT_INVESTMENT_AND_RETIREMENT_FUNDS,already_verified,gold_head_adjudicated,,,delivery_courier,
Apollonia Logistica,SQ *APOLLONIA LOGI,150,debit,plaid,GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES,already_verified,gold_tail_human_verified,,,delivery_courier,
World Options,WORLD OPTIONS World Options,37.5,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,already_verified,production_tranche3_review,,,delivery_courier,
World Options Weedingtech,World Options     weedingtech,669.27,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,already_verified,production_tranche3_review,,,delivery_courier,
Apex Temple Court Ecom,APEX TEMPLE COURT,258.66,debit,plaid,RENT_AND_UTILITIES_RENT,already_verified,production_tranche3_review,,,accommodation,
B Furniss,B FURNISS 116433 15230060,1,debit,plaid,RENT_AND_UTILITIES_RENT,already_verified,production_tranche3_review,,,rent,
Bolton At Home Lt,Visa purchase ALLPAY *BOLTON AT HOME LT,81,debit,plaid,GENERAL_MERCHANDISE_FURNITURE_AND_HARDWARE,already_verified,production_tranche3_review,,,rent,
C Kirtley,C KIRTLEY  BILL FT,130,debit,plaid,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,already_verified,production_tranche3_review,,,rent,
Cheffins,CHEFFINS          FP 01/07/25 30    35023828362717000N,1300,debit,plaid,DINING_DINING,already_verified,production_tranche3_review,,,rent,
Cosy Homes,COSY HOMES,20,debit,plaid,RENT_AND_UTILITIES_RENT,already_verified,production_tranche3_review,,,rent,
Countrywide Reside,Natwest account - LUTS204327 COUNTRYWIDE RESIDE - SortCodeAccountNumber: 56004613234676,910,debit,plaid,RENT_AND_UTILITIES_RENT,already_verified,gold_head_adjudicated,,,rent,
Countrywide Residential,Countrywide Residential Letting Ltd PN 9488,787.5,debit,plaid,RENT_AND_UTILITIES_RENT,already_verified,gold_head_adjudicated,,,rent,
Appcreatives.co.uk LTD,APPCREATIVES.CO.UK,8.99,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,already_verified,production_tranche3_review,,,software,
Apple,APPLE.COM/BILL,8.99,debit,plaid,GENERAL_MERCHANDISE_COMPUTERS_AND_ELECTRONICS,already_verified,gold_tail_human_verified,,,software,
Atlassian,Atlassian,78.93,debit,plaid,GENERAL_SERVICES_OTHER_SERVICES,already_verified,gold_head_adjudicated,,,software,
AVG,AVG*AGAP1641395088 Avg *agp294263210,38.99,debit,plaid,GENERAL_MERCHANDISE_APPAREL_AND_ACCESSORIES,already_verified,gold_head_adjudicated,,,software,
Canva,CARD PAYMENT TO CANVA* 04548-37370800 ON 27-06-2025,13,debit,plaid,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,already_verified,gold_head_adjudicated,,,software,
Capdesk,CAPDESK,175.01,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,already_verified,production_tranche3_review,,,software,
Dropbox,Dropbox*SJNR14V25D IRELAND ON 05 SEP BDC,9.99,debit,plaid,GENERAL_SERVICES_OTHER_SERVICES,already_verified,gold_head_adjudicated,,,software,
Google One,Visa purchase GOOGLE *Google One,1.59,debit,plaid,GENERAL_SERVICES_OTHER_SERVICES,already_verified,gold_tail_human_verified,,,web_services,"Google One is cloud storage / web_services, not App Store software."
Aquaedge Classic Machi,Aquaedge Classic Machi,50.04,debit,plaid,RENT_AND_UTILITIES_WATER,already_verified,production_tranche3_review,,,household_appliances,
Arcade Club Bu,Zettle_*ARCADE CLUB BU Arcade Club Bu,2.4,debit,plaid,ENTERTAINMENT_CASINOS_AND_GAMBLING,already_verified,production_tranche3_review,,,entertainment_other,
Bam Karaoke Box,Bam Karaoke Box,15.19,debit,plaid,TRANSFER_OUT_OTHER,already_verified,production_tranche2_review,,,entertainment_other,
Bounce Old Street,Bounce Old Street,27,debit,plaid,TRANSFER_OUT_OTHER,already_verified,production_tranche3_review,,,entertainment_other,
Brewery Arts,Contactless Payment BREWERY ARTS,5.6,debit,plaid,FOOD_RETAIL_LIQUOR_STORES,already_verified,production_tranche3_review,,,entertainment_other,
Carousel,0825 25AUG25 CD   SUMUP  *CAROUSEL  AMUSE             HAMBROOK GB,9,debit,plaid,ENTERTAINMENT_EVENTS_AND_TICKETS,already_verified,production_tranche3_review,,,entertainment_other,
Castle Leisure LTD,CASTLE LEISURE LTD  ON 17 AUG CLP,42,debit,plaid,ENTERTAINMENT_EVENTS_AND_TICKETS,already_verified,production_tranche3_review,,,gambling_bingo,Castle Leisure Ltd operates Castle Bingo (SIC 92000).
Flight Club,Flight Club - Darts Ch,23.74,debit,plaid,TRANSFER_OUT_OTHER,already_verified,gold_head_adjudicated,,,entertainment_other,
Flight Club Bloomsbury,FLIGHT CLUB BLOOMS,51.32,debit,plaid,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,already_verified,production_tranche3_review,,,entertainment_other,
Arcade Tottenha,Arcade Tottenha,43.09,debit,plaid,ENTERTAINMENT_CASINOS_AND_GAMBLING,already_verified,production_tranche3_review,,,eating_out_other,
Barmston Beach Cd,BARMSTON BEACH CD 1818,11.55,debit,plaid,DINING_DINING,already_verified,production_tranche2_review,,,eating_out_other,
Boxhall City,BOXHALL CITY Boxhall City,6.6,debit,plaid,ENTERTAINMENT_EVENTS_AND_TICKETS,already_verified,production_tranche3_review,,,eating_out_other,
Cd Brew,3193 05JUL25 CD   BREW 74           GLASGOW GB,9.1,debit,plaid,FOOD_RETAIL_LIQUOR_STORES,already_verified,production_tranche1_review,,,eating_out_other,
Cooper's,Cooper's,9.5,debit,plaid,DINING_DINING,already_verified,production_tranche2_review,,,eating_out_other,
Hackney Bridge,Hackney Bridge - SumUp,21.5,debit,plaid,TRANSFER_OUT_OTHER,already_verified,production_tranche3_review,,,eating_out_other,
Morr Derby,MORR DERBY,8.99,debit,plaid,ENTERTAINMENT_EVENTS_AND_TICKETS,already_verified,production_tranche2_review,,,groceries,Plaid Morr + town is Morrisons groceries.
Nao Pool Club,NAO POOL CLUB SPAIN AMOUNT IN EUR 50.00 ON 06 AUG VISA 1.14713 FINAL GBP AMOUNT INCLUDES NON-STERLING TRANS FEE £1.30 ,44.89,debit,plaid,DINING_DINING,already_verified,production_tranche2_review,,,eating_out_other,
Arees Barber Shop,AREES BARBER SHOP  ON 28 AUG CPM,14,debit,plaid,PERSONAL_CARE_HAIR_AND_BEAUTY,already_verified,gold_tail_human_verified,,,beauty_treatment,
Bar Salon,BAR SALON,3.28,debit,plaid,PERSONAL_CARE_HAIR_AND_BEAUTY,already_verified,production_tranche3_review,,,beauty_treatment,
Beauty By Ellie Mpl,Beauty by Ellie mpLashes,62.5,debit,plaid,PERSONAL_CARE_HAIR_AND_BEAUTY,already_verified,gold_tail_human_verified,,,beauty_treatment,
Beckham Salon,Beckham Salon,35,debit,plaid,PERSONAL_CARE_HAIR_AND_BEAUTY,already_verified,gold_tail_human_verified,,,beauty_treatment,
Glam Rituals,GLAM RITUALS 400000001643332597,210,debit,plaid,PERSONAL_CARE_HAIR_AND_BEAUTY,already_verified,gold_tail_human_verified,,,beauty_treatment,
Lash,Lash Caviar,41.5,debit,plaid,DINING_DINING,already_verified,gold_tail_human_verified,,,beauty_treatment,
Nail Bar,Nail bar,45,debit,plaid,PERSONAL_CARE_HAIR_AND_BEAUTY,already_verified,gold_tail_human_verified,,,beauty_treatment,
Platinum Lengths,Visa purchase SP PLATINUM LENGTHS,380.99,debit,plaid,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,already_verified,production_tranche3_review,,,beauty_treatment,
Argyll And Bute,Argyll And Bute Co-Ips,0.8,debit,plaid,TRAVEL_AND_TRANSPORTATION_PUBLIC_TRANSIT,already_verified,production_tranche2_review,,,car_parking,
Basingstoke And Deane,Basingstoke and De,1,debit,plaid,TRANSFER_OUT_OTHER,already_verified,production_tranche2_review,,,car_parking,
Blackburn With Darwen Borough,BLACKBURN WITH DARWEN Blackburn with Darwen Borough,1.9,debit,plaid,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,already_verified,production_tranche3_review,,,car_parking,
Boston Borough Cou-ips,BOSTON BOROUGH COU,1.6,debit,plaid,GOVERNMENTS_AND_NON_PROFIT_GOVERNMENTS_AND_NON_PROFIT,already_verified,production_tranche3_review,,,car_parking,
Canterbury City Cocanterbury,CANTERBURY CITY COCANTERBURY,5.4,debit,plaid,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,already_verified,production_tranche3_review,,,car_parking,
Cd East Lindsey Dist Ips Louth,2487 05AUG25 CD   EAST LINDSEY DIST -IPS              LOUTH GB,8,debit,plaid,TRANSFER_OUT_OTHER,already_verified,production_tranche3_review,,,car_parking,
Central Bedfordshire Coun,CENTRAL BEDFORDSHI,1.2,debit,plaid,TRAVEL_AND_TRANSPORTATION_OTHER_TRAVEL_AND_TRANSPORTATION,already_verified,production_tranche1_review,,,car_parking,
