merchant,final_leaf,tier,haiku_leaf,sonnet_leaf,sonnet_conf,opus_leaf,general_category,plaid_n
day today,convenience_store,accepted_tiebreak,personal_loan_repayment,convenience_store,0.55,convenience_store,groceries_household_essentials,267
co-op food,groceries,auto_accept,groceries,groceries,0.95,,groceries_household_essentials,266
oculus,gaming_console_pc,accepted,gaming_console_pc,gaming_console_pc,0.7,,entertainment_leisure,264
gwr,public_transport_rail_coach,accepted,public_transport_rail_coach,public_transport_rail_coach,0.85,,transport_motoring,263
q-park,car_parking,auto_accept,car_parking,car_parking,0.9,,transport_motoring,263
annie doyle,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,262
nettleship ag,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,262
caffè nero,restaurant_cafe,auto_accept,restaurant_cafe,restaurant_cafe,0.9,,eating_drinking_out,262
robert turner,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,262
l watts,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,261
d&g ao care,insurance_general,accepted_tiebreak,insurance_motor,insurance_general,0.6,insurance_general,insurance,261
bits,unclassified_other,abstain_residual,personal_loan_repayment,personal_loan_repayment,0.55,payday_loan,unclassified,259
c rymond,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,259
a cawley,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,259
enterprise rent-a-car,car_hire,auto_accept,car_hire,car_hire,0.9,,transport_motoring,257
a bartley,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,257
cd savers health & beauty,pharmacy,accepted,pharmacy,pharmacy,0.85,,health_medical,256
bingo cash,gambling_bingo,accepted,gambling_bingo,gambling_bingo,0.85,,gambling,256
skyline chili,takeaway,accepted_tiebreak,takeaway,restaurant_cafe,0.75,takeaway,eating_drinking_out,255
l simm,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,254
loveholidays,holiday_package,auto_accept,holiday_package,holiday_package,0.95,,travel_holidays,254
morrisons petrol,fuel,auto_accept,fuel,fuel,0.97,,transport_motoring,253
acorn insurance,insurance_motor,accepted_tiebreak,insurance_general,insurance_motor,0.75,insurance_motor,insurance,253
exchanged to eur,foreign_currency,accepted,foreign_currency,foreign_currency,0.7,,travel_holidays,253
kausys e,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,253
a harkins,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.55,transfer_p2p,transfers,252
jollyes,pet_supplies,auto_accept,pet_supplies,pet_supplies,0.95,,pets,252
wolf competitions,prize_competitions,accepted,prize_competitions,prize_competitions,0.85,,gambling,252
r c dell s dell,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,251
haven serve,unclassified_other,abstain_residual,takeaway,restaurant_cafe,0.5,convenience_store,unclassified,251
sky betting and ga,gambling_betting,auto_accept,gambling_betting,gambling_betting,0.97,,gambling,251
premier express,unclassified_other,abstain_residual,public_transport_rail_coach,unclassified_other,0.4,convenience_store,unclassified,251
888.com,gambling_casino,auto_accept,gambling_casino,gambling_casino,0.9,,gambling,250
first west of england,public_transport_rail_coach,accepted,public_transport_rail_coach,public_transport_rail_coach,0.7,,transport_motoring,250
tote,gambling_betting,accepted,gambling_betting,gambling_betting,0.7,,gambling,250
sainsburys.co.uk,groceries,auto_accept,groceries,groceries,0.9,,groceries_household_essentials,250
rac insurance services,insurance_motor,accepted,insurance_motor,insurance_motor,0.85,,insurance,250
google storage,web_services,accepted,web_services,web_services,0.75,,digital_subscriptions_services,249
angel hill site,car_parking,accepted_tiebreak,car_parking,fuel,0.55,car_parking,transport_motoring,246
autopart international,gambling_casino,accepted_general,gambling_casino,gambling_casino,0.6,gambling_betting,gambling,246
phoenix stores,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,244
morvendltd,confectionary,accepted_tiebreak,confectionary,convenience_store,0.4,confectionary,groceries_household_essentials,243
m wilson,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,242
crane and dragon,pub_bar,accepted_tiebreak,restaurant_cafe,pub_bar,0.55,pub_bar,eating_drinking_out,241
palladium competitions,prize_competitions,accepted,prize_competitions,prize_competitions,0.75,,gambling,241
l pleace,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,240
t allen,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,240
a watson,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,239
dott scooter ride,transport_other,accepted_tiebreak,taxi_rideshare,transport_other,0.7,transport_other,transport_motoring,238
bettavendltd,confectionary,accepted_tiebreak,confectionary,convenience_store,0.5,confectionary,groceries_household_essentials,237
twitch,streaming,accepted,streaming,streaming,0.7,,digital_subscriptions_services,237
finio loans,personal_loan_repayment,accepted,personal_loan_repayment,personal_loan_repayment,0.85,,credit_loan_repayments,236
novuna personal,personal_loan_repayment,accepted_tiebreak,personal_loan_repayment,retail_finance_repayment,0.75,personal_loan_repayment,credit_loan_repayments,236
tesco stores,groceries,auto_accept,groceries,groceries,0.9,,groceries_household_essentials,236
lowell,debt_collection,accepted,debt_collection,debt_collection,0.85,,high_cost_distress_credit,236
avant,unclassified_other,abstain_human,personal_loan_repayment,personal_loan_repayment,0.5,unclassified_other,unclassified,235
everyday lending,personal_loan_repayment,accepted,personal_loan_repayment,personal_loan_repayment,0.85,,credit_loan_repayments,235
elite competition,prize_competitions,accepted,prize_competitions,prize_competitions,0.75,,gambling,234
rontec,fuel,accepted_tiebreak,taxi_rideshare,fuel,0.8,fuel,transport_motoring,234
k homles,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,233
n poole,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,233
jd sports fashion plc,sportswear,auto_accept,sportswear,sportswear,0.95,,clothing_personal_care,232
trustly uk limited pi,payment_intermediary,accepted,payment_intermediary,payment_intermediary,0.7,,general_retail_marketplaces,232
a pasker,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,232
frasers plus,retail_finance_repayment,accepted_tiebreak,restaurant_cafe,retail_finance_repayment,0.75,retail_finance_repayment,credit_loan_repayments,232
ebay uk,marketplace_general,auto_accept,marketplace_general,marketplace_general,0.9,,general_retail_marketplaces,232
first response fin,personal_loan_repayment,accepted,personal_loan_repayment,personal_loan_repayment,0.85,,credit_loan_repayments,230
wagamama,restaurant_cafe,auto_accept,restaurant_cafe,restaurant_cafe,0.9,,eating_drinking_out,230
amusement game,gambling_unspecified,accepted_tiebreak,gaming_online,gambling_unspecified,0.6,gambling_unspecified,gambling,228
cent rec group,debt_collection,accepted,debt_collection,debt_collection,0.75,,high_cost_distress_credit,228
buzz bingo,gambling_bingo,auto_accept,gambling_bingo,gambling_bingo,0.9,,gambling,227
exchanged to floki,crypto,accepted,crypto,crypto,0.8,,savings_investments,227
stacey,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,226
forest,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,225
platinum m,credit_card_repayment,accepted_tiebreak,credit_card_repayment,credit_card_repayment,0.6,credit_card_repayment,credit_loan_repayments,225
the ship,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.6,pub_bar,eating_drinking_out,225
rac motoring servi,breakdown_cover,auto_accept,breakdown_cover,breakdown_cover,0.9,,transport_motoring,225
brent parking,car_parking,auto_accept,car_parking,car_parking,0.9,,transport_motoring,224
s fogarty,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,223
the people's postcode,gambling_lottery,accepted,gambling_lottery,gambling_lottery,0.85,,gambling,221
wh smith,books,accepted,books,books,0.75,,entertainment_leisure,220
swipez,foreign_spend_unspecified,accepted_tiebreak,foreign_spend_unspecified,unclassified_other,0.4,foreign_spend_unspecified,travel_holidays,220
ee ltd,mobile_phone_contract,auto_accept,mobile_phone_contract,mobile_phone_contract,0.92,,utilities_household_bills,219
s edwards,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.6,transfer_p2p,transfers,218
ry's competitions,prize_competitions,accepted,prize_competitions,prize_competitions,0.7,,gambling,217
d poole,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.6,transfer_p2p,transfers,216
aws,unclassified_other,abstain_residual,web_services,web_services,0.6,unclassified_other,unclassified,216
c boots,pharmacy,accepted,pharmacy,pharmacy,0.85,,health_medical,216
cdkeys com,gaming_console_pc,accepted,gaming_console_pc,gaming_console_pc,0.75,,entertainment_leisure,215
george,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.5,transfer_p2p,transfers,215
bg services,vehicle_maintenance,accepted_general,vehicle_maintenance,vehicle_maintenance,0.4,vehicle_servicing,transport_motoring,214
adam elves,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,214
regal gaming and leisu,gambling_unspecified,accepted_tiebreak,gaming_online,gambling_unspecified,0.6,gambling_unspecified,gambling,214
steven roberts,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,214
andrew forshaw shan,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,214
cd the,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.5,pub_bar,eating_drinking_out,213
dsolpay,unclassified_other,abstain_residual,foreign_spend_unspecified,unclassified_other,0.35,payment_intermediary,unclassified,213
walton pub com,pub_bar,accepted,pub_bar,pub_bar,0.85,,eating_drinking_out,213
nadezda kononova,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,211
peter mackie,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,211
rac motoring,breakdown_cover,auto_accept,breakdown_cover,breakdown_cover,0.9,,transport_motoring,210
ojuolape s,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,210
r cozza,unclassified_other,abstain_residual,restaurant_cafe,transfer_p2p,0.55,unclassified_other,unclassified,210
zabka,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,210
chaiwalla,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.75,,eating_drinking_out,208
m edwards,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,208
dream car giveaway,prize_competitions,accepted,prize_competitions,prize_competitions,0.85,,gambling,208
metrobus,public_transport_rail_coach,accepted,public_transport_rail_coach,public_transport_rail_coach,0.8,,transport_motoring,208
loan,personal_loan_repayment,accepted_tiebreak,loan_repayment_manual,personal_loan_repayment,0.6,personal_loan_repayment,credit_loan_repayments,208
red cars taxis,taxi_rideshare,auto_accept,taxi_rideshare,taxi_rideshare,0.9,,transport_motoring,206
frank ha,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,206
h massingham,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,206
liverpool victoria insurance,insurance_general,accepted,insurance_general,insurance_general,0.85,,insurance,205
talksport bet,gambling_betting,auto_accept,gambling_betting,gambling_betting,0.9,,gambling,205
nicola,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,205
peacock,clothing_general,accepted_tiebreak,unclassified_other,clothing_general,0.5,clothing_general,clothing_personal_care,205
r fakir,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,204
singh stores,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,204
m palmer,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,204
well pharmacy,pharmacy,auto_accept,pharmacy,pharmacy,0.9,,health_medical,203
sky betting and,gambling_betting,auto_accept,gambling_betting,gambling_betting,0.95,,gambling,203
ltduk,unclassified_other,abstain_residual,health_beauty_general,beauty_treatment,0.4,unclassified_other,unclassified,203
loqbox grow,revolving_credit_repayment,human_reviewed,savings_transfer,credit_card_repayment,0.55,credit_reporting_service,credit_loan_repayments,203
pra uk limited,debt_collection,accepted_tiebreak,clothing_general,debt_collection,0.85,debt_collection,high_cost_distress_credit,203
manor view stores,convenience_store,accepted_tiebreak,convenience_store,unclassified_other,0.3,convenience_store,groceries_household_essentials,203
amazon.uk,marketplace_amazon,accepted_tiebreak,marketplace_amazon,marketplace_amazon,0.6,marketplace_amazon,general_retail_marketplaces,201
daneil fortr,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,201
south east water,water,auto_accept,water,water,0.97,,utilities_household_bills,200
northern rail,public_transport_rail_coach,auto_accept,public_transport_rail_coach,public_transport_rail_coach,0.96,,transport_motoring,200
your local,pub_bar,accepted_tiebreak,pub_bar,restaurant_cafe,0.4,pub_bar,eating_drinking_out,200
unite the union,trade_union,auto_accept,trade_union,trade_union,0.95,,business_self_employment,199
mirror bingo,gambling_bingo,auto_accept,gambling_bingo,gambling_bingo,0.95,,gambling,199
anthony page,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,199
hanna watson,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,198
cd zettle,payment_intermediary,accepted_tiebreak,payment_intermediary,restaurant_cafe,0.4,payment_intermediary,general_retail_marketplaces,198
c cato,transfer_p2p,accepted_tiebreak,unclassified_other,transfer_p2p,0.45,transfer_p2p,transfers,198
wingstop,takeaway,accepted,takeaway,takeaway,0.75,,eating_drinking_out,198
john,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,197
lci limited,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.35,,unclassified,196
m smallridge,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,195
