merchant_raw,description_raw,amount,direction,native_category,gold_leaf,target_leaf
American Express,AMERICAN EXPRESS 3412-688882-31009,215.4,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,CARD PAYMENT TO AMERICAN EXPRESS ON 10-07-2025,200,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,"American Express - Belgrave House, London",6171.34,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,34126446103 American Express,1179.14,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,CARD PAYMENT TO AMERICAN EXPRESS ON 06-08-2025,978.1,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,American Express CD 0468    31AUG25,100,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,"BILL PAYMENT VIA FASTER PAYMENT TO AMERICAN EXPRESS SERVICES EUROPE LIMITED REFERENCE 375143586051000 , MANDATE NO 394",76.38,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,9317 12SEP25      AMERICAN EXPRESS  LONDON GB,465.79,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,6428 06SEP25      AMERICAN EXPRESS  LONDON GB,858.48,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,9317 09JUN25      AMERICAN EXPRESS  LONDON GB,491.78,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,AMERICAN EXPRESS  3412-784400-22002 DDR American Express,36.49,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,6428 04JUL25      AMERICAN EXPRESS  LONDON GB,998.37,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,American Express  London,600,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,"American Express, 37468037343",30,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,PUTTSTINK         AMERICAN EXPRESS  VIA MOBILE - PYMT FP 07/09/25 10    62190218307189000R,50,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,AMERICAN EXPRESS 3412-632514-71001,40.4,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,American Express CD 0468,1106.44,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,AMERICAN EXPRESS 3412-675126-01009,174.12,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,"DIRECT DEBIT PAYMENT TO AMERICAN EXPRESS REF 3717-878347-93005, MANDATE NO 0004",7279.8,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,AMERICAN EXPRESS  3412-765964-21002 DDR American Express,25,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,American Express CD 3551,30.65,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,American Express CD 6042,590.41,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,AMERICAN EXPRESS 3412-633836-31001,25,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,6428 04AUG25      AMERICAN EXPRESS  LONDON GB,1000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,AMERICAN EXPRESS 3412-650278-21005,106.2,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,AMERICAN EXPRESS  3746-065345-42008 DDR American Express,25,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,American Express  ON 04 OCT BCC,440,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,AMERICAN EXPRESS  3773-908943-21009 DDR American Express,288.86,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,37464974727 American Express,2862.74,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,6428 07AUG25      AMERICAN EXPRESS  LONDON GB,1000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,American Express  ON 26 JUL BCC,322.08,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,AMERICAN EXPRESS  3412-637070-44006 DDR American Express,26.54,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,6428 03JUL25      AMERICAN EXPRESS  LONDON GB,1000,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,"DIRECT DEBIT PAYMENT TO AMERICAN EXPRESS REF 3766-832153-32007, MANDATE NO 0053",163.09,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,37178848959 American Express,2202.81,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,AMERICAN EXPRESS 3746-815207-31006,4.95,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,7859 16OCT25      AMERICAN EXPRESS  LONDON GB,1038.4,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,6926 30SEP25      AMERICAN EXPRESS  LONDON GB,206.25,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,AMERICAN EXPRESS  3412-701065-71000 DDR American Express,55.07,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,Visa purchase American Express 2025-07-27,17.79,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,AMERICAN EXPRESS 3760-150838-62007,263.87,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,AMERICAN EXPRESS  3773-909154-81006 DDR American Express,59.15,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,AMERICAN EXPRESS  3746-815030-72006 DDR American Express,412.59,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,AMERICAN EXPRESS  3717-871820-63001 DDR American Express,172.65,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
American Express,AMERICAN EXPRESS 3412-679481-11003,40.84,debit,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,charge_card_repayment,charge_card_repayment
Lowell Financial,LOWELL PORTFOLIO 1  00034861480104 DDR Lowell Group,5,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
,INT'L 0044426890  XPAY* LUMUS       WWW.XPAYCHECK,5,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,unclassified_other,financial_services_other
Credit Engine,CREDIT ENGINE 4162,19.99,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,credit_reporting_service,financial_services_other
Wise,Wise Payments Fee for 5212.21 GBP Moved To USD,18.25,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,money_transfer_fee,financial_services_other
,INT'L 0069982355  XPAY* LUMUS       WWW.XPAYCHECK,5,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,unclassified_other,financial_services_other
NewDay,NEWDAY LTD XXXXXXXXXXXX3825,6.32,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,credit_card_repayment,financial_services_other
Lowell Financial,LOWELL PORTFOLIO I                    REFERENCE:   00037668875004,2.21,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
Lowell Financial,LOWELL PORTFOLIO 1 00023061947004,25,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
Lowell Financial,LOWELL PORTFOLIO I 00037752767604,10,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
Plum Fintech,"NDIDI LAURA OSAWAR PLUM FINTECH MODULO00P210XWPKM1 PLUM FINTECH,MODULO00P210XWPKM1",-15,credit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,savings_transfer,financial_services_other
Experian,CARD PAYMENT TO EXPERIAN LTD ON 28-07-2025,14.99,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,credit_reporting_service,financial_services_other
Lowell Financial,LOWELL PORTFOLIO I  00041422296804 DDR,10,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
Lowell Financial,LOWELL PORTFOLIO 1 00044128163104,10,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
Lowell Financial,LOWELL PORTFOLIO I  00035105131304 DDR,1,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
,S6X9LAXJ957CWT2XVI Xero,39.6,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,software,financial_services_other
Lowell Financial,LOWELL PORTFOLIO 1 00045746516904,10,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
Lowell Group,00037703253704 Lowell Group,2,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
Fluid,FLUID  000001B1EZCEJNUH FT,36.2,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,credit_card_repayment,financial_services_other
gohenry,GOHENRY  GOHENRY-46421508aw BGC,-5,credit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,prepaid_card,financial_services_other
Beagle St,BEAGLE ST  1353790871 DDR,13.9,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,insurance_life,financial_services_other
Plum Fintech,"OLAUNO ROBERTS PLUM FINTECH MODULO00P210YTXFFF PLUM FINTECH,MODULO00P210YTXFFF",-1.91,credit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,savings_transfer,financial_services_other
Wise,Wise Payments Fee for 0.56 GBP Moved To USD,0.01,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,money_transfer_fee,financial_services_other
Lowell Financial,LOWELL PORTFOLIO 1 00046777755304,25,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
Wise,Wise Payments Fee for 1410.52 EUR Sent HMRC Self Assessment Shipley,7.28,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,money_transfer_fee,financial_services_other
Experian,EXPERIAN  ON 25 AUG CPM,14.99,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,credit_reporting_service,financial_services_other
Help To Save,HELP TO SAVE      FP 26/08/25 30    58133136996210000N,2.5,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,savings_transfer,financial_services_other
Plum Fintech,"SIAN-CLAIRE WILLIS PLUM FINTECH MODULO00P210WJ2TVQ PLUM FINTECH,MODULO00P210WJ2TVQ",-7.75,credit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,savings_transfer,financial_services_other
Plum Fintech,"CHANEL RHIANNON SW PLUM FINTECH MODULO00P210WYVJBY 06JUL25 PLUM FINTECH,MODULO00P210WYVJBY",-10,credit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,savings_transfer,financial_services_other
Virgin Money,VIRGIN MONEY CREDI 400000001606644518,75,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,credit_card_repayment,financial_services_other
Lowell Financial,"DIRECT DEBIT PAYMENT TO LOWELL PORTFOLIO 1 REF 00019279282804, MANDATE NO 0088",20,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
Lowell Financial,LOWELL PORTFOLIO 1 00046154826504,50,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
,8030 24SEP25      MMBILL.COM        IRVINE US         USD          20.99VRATE       1.3420N-S TRN FEE   0.43,16.07,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,adult_entertainment,financial_services_other
Lowell Financial,LOWELL PORTFOLIO 1  00021001749704 DDR,2,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
Lowell Financial,LOWELL PORTFOLIO I 00046006315904,10,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
gohenry,1742 21JUL25  D   GOHENRY MEMBERSHIPLYMINGTON GB,4.49,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,prepaid_card,financial_services_other
Lowell Financial,LOWELL PORTFOLIO I 00040526105804,10,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
Fluid,To Shiqi Qian - Fluid focus - IBAN: GB46REVO00997044721195,100,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,transfer_p2p,financial_services_other
Lowell Financial,Lowell Portfolio 1 - 00027239910604,5.97,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
Experian,EXPERIAN  ON 13 JUL BDC,14.99,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,credit_reporting_service,financial_services_other
V12 Retail Finance,V12 RETAIL FINANCE 017729853,37.53,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,retail_finance_repayment,financial_services_other
Lowell Financial,LOWELL PORTFOLIO 1 00009623757705,10,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
,INT'L 0061656464  XPAY* LUMUS       WWW.XPAYCHECK,5,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,unclassified_other,financial_services_other
,INT'L 0015108047  XPAY* LUMUS       WWW.XPAYCHECK,5,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,unclassified_other,financial_services_other
,INT'L 0030863316  XPAY* LUMUS       WWW.XPAYCHECK,5,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,unclassified_other,financial_services_other
Wise,Wise Payments Fee for 30.27 GBP  Giftoz2292,0.1,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,money_transfer_fee,financial_services_other
Lowell Financial,"DIRECT DEBIT PAYMENT TO LOWELL PORTFOLIO I REF 00040153689104, MANDATE NO 0067",5,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
Wise,Wise Payments Fee for 14.06 GBP  Bigmotion.ai,0.05,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,money_transfer_fee,financial_services_other
Experian,CARD PAYMENT TO EXPERIAN LTD ON 19-07-2025,14.99,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,credit_reporting_service,financial_services_other
Creation,CREATION.CO.UK  1014036562/0908004 DDR CREATION FINANCIAL SERVICES,67.03,debit,LOAN_PAYMENTS_PERSONAL_LOAN_PAYMENT,retail_finance_repayment,financial_services_other
Wise,Wise Payments Fee for 2.90 GBP  Trifan Stelica,0.01,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,money_transfer_fee,financial_services_other
Virgin Money,VIRGIN MONEY 00003337611III3059,152.43,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,financial_institution_unspecified,financial_services_other
Virgin Money,Virgin Money                             VM00003987519,100,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,financial_institution_unspecified,financial_services_other
,INT'L 0000480308  XPAY* LUMUS       WWW.XPAYCHECK,5,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,unclassified_other,financial_services_other
Equifax,EQUIFAX LTD  ON 29 AUG BCC Equifax,14.95,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,credit_reporting_service,financial_services_other
Lowell Financial,LOWELL PORTFOLIO 1  00045766028004 DDR,10,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,debt_collection,financial_services_other
First Fz Ll,Electronic First Fz Ll,4.61,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,gaming_console_pc,financial_services_other
V12 Retail Finance,Direct debit V12 RETAIL FINANCE 010531 46287787,48.34,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,retail_finance_repayment,financial_services_other
gohenry,VISA DIRECT PAYMENT GoHenry ON 10 AUG CRE,-0.09,credit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,prepaid_card,financial_services_other
gohenry,Visa purchase GoHenry Membership APPLEPAY 2984,5.99,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,prepaid_card,financial_services_other
gohenry,GoHenry Membership  ON 16 JUL BCC GOHENRY MEMBERSHIP,4.49,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,prepaid_card,financial_services_other
Luke Ridley,LUKE RIDLEY-MACNAMTAX               FP 17/07/25 30    05023314430169000N,150,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,transfer_p2p,financial_services_other
Plum Fintech,"NDIDI LAURA OSAWAR PLUM FINTECH MODULO00P210XSBJ33 PLUM FINTECH,MODULO00P210XSBJ33",-30,credit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,savings_transfer,financial_services_other
Plum Fintech,Tomas Mclaughlin  PLUM FINTECH,-150,credit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,savings_transfer,financial_services_other
Experian,6495 28AUG25      EXPERIAN LTD      NOTTINGHAM GB,14.99,debit,GENERAL_SERVICES_ACCOUNTING_AND_FINANCIAL_SERVICES,credit_reporting_service,financial_services_other
,"GROSVENOR (VIA APPLE PAY), ON 05-09-2025",10,debit,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_casino,gambling_unspecified
,INT'L 0081680755  BETANO            WWW.BETANO.CO,10,debit,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_betting,gambling_unspecified
,STAFF102979B00AY0,3132.58,debit,ENTERTAINMENT_CASINOS_AND_GAMBLING,unclassified_other,gambling_unspecified
,Visa credit VIDEOSLOTS,-30,credit,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_casino,gambling_unspecified
,INT'L 1700406610  TALKSPORTBET      GIBRALTAR,5,debit,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_betting,gambling_unspecified
,CARD PAYMENT TO LOTTOMART ON 12-10-2025,20,debit,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_lottery,gambling_unspecified
,MECCABINGO                VISAXR CD1957 2025-08-20,-200,credit,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_bingo,gambling_unspecified
C Action Centres,7859 12OCT25 C    ACTION CENTRES UK LTD               NORTHAMPTON GB,2,debit,ENTERTAINMENT_CASINOS_AND_GAMBLING,unclassified_other,gambling_unspecified
Liverpool Hope Catering,LIVERPOOL HOPE CAT,5.25,debit,ENTERTAINMENT_CASINOS_AND_GAMBLING,catering,gambling_unspecified
Planetsportbet,PLANETSPORTBET  ON 25 JUN BCC,10,debit,ENTERTAINMENT_CASINOS_AND_GAMBLING,gambling_betting,gambling_unspecified
,To Colin Sheehan - Dweet - Week 13 and 14 - SortCodeAccountNumber: 60203247835036,847.3,debit,ENTERTAINMENT_CASINOS_AND_GAMBLING,transfer_p2p,gambling_unspecified
